配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,15,ALIVE,ClariS,,,01:55:08 15. ALIVE / ClariS,01:55:08,確認済み,,ALIVE,ClariS,ALIVE / ClariS,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,16,ちっぽけな愛のうた,小枝理子＆小笠原秋,,,02:01:41 16. ちっぽけな愛のうた[Chippoke na Ai no Uta] / 小枝理子＆小笠原秋,02:01:41,確認済み,,ちっぽけな愛のうた,小枝理子＆小笠原秋,ちっぽけな愛のうた / 小枝理子＆小笠原秋,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,17,明日の私に幸あれ,ナナヲアカリ,,,02:15:00 17. 明日の私に幸あれ[Good luck to me tomorrow] / ナナヲアカリ,02:15:00,確認済み,,明日の私に幸あれ,ナナヲアカリ,明日の私に幸あれ / ナナヲアカリ,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,18,チューリングラブ,ナナヲアカリ,,,02:25:12 18. チューリングラブ[Turing Love] / ナナヲアカリ,02:25:12,確認済み,,チューリングラブ,ナナヲアカリ,チューリングラブ / ナナヲアカリ,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,19,完全放棄宣言,ナナヲアカリ,,,02:30:32 19. 完全放棄宣言[Kanzen houki sengen] / ナナヲアカリ,02:30:32,確認済み,,完全放棄宣言,ナナヲアカリ,完全放棄宣言 / ナナヲアカリ,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,20,惑星ループ,Eve,,,02:39:31 20. 惑星ループ[Wakusei Loop] / Eve,02:39:31,確認済み,,惑星ループ,Eve,惑星ループ / Eve,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,21,太陽系デスコ,ナユタン星人,,,02:45:34 21. 太陽系デスコ[Solar System Disco] / ナユタン星人,02:45:34,確認済み,,太陽系デスコ,ナユタン星人,太陽系デスコ / ナユタン星人,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,22,君に届け,flumpool,,,02:52:37 22. 君に届け[Kimi ni Todoke] / flumpool,02:52:37,確認済み,,君に届け,flumpool,君に届け / flumpool,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,23,chAngE,miwa,,,03:00:29 23. chAngE / miwa,03:00:29,確認済み,,chAngE,miwa,chAngE / miwa,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,24,ALONES,Aqua Timez,,,03:11:23 24. ALONES / Aqua Timez,03:11:23,確認済み,,ALONES,Aqua Timez,ALONES / Aqua Timez,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,25,イマジネーション,SPYAIR,,,03:22:01 25. イマジネーション[Imagination] / SPYAIR,03:22:01,確認済み,,イマジネーション,SPYAIR,イマジネーション / SPYAIR,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,26,ピースサイン,米津玄師,,,03:25:08 26. ピースサイン[Peace Sign] / 米津玄師,03:25:08,確認済み,,ピースサイン,米津玄師,ピースサイン / 米津玄師,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,1,Magia,Kalafina,,,00:10:38 01. Magia / Kalafina,00:10:38,確認済み,,Magia,Kalafina,Magia / Kalafina,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,2,I beg you,Aimer,,,00:19:39 02. I beg you / Aimer,00:19:39,確認済み,,I beg you,Aimer,I beg you / Aimer,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,3,英雄 運命の詩,EGOIST,,,00:29:43 03. 英雄 運命の詩[Eiyuu Unmei no uta] / EGOIST,00:29:43,確認済み,,英雄 運命の詩,EGOIST,英雄 運命の詩 / EGOIST,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,4,バクチ・ダンサー,DOES,,,00:41:22 04. バクチ・ダンサー[Bakuchi dancer] / DOES,00:41:22,確認済み,,バクチ・ダンサー,DOES,バクチ・ダンサー / DOES,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,5,地上の星,中島みゆき,,,00:49:06 05. 地上の星[Chijou no hoshi] / 中島みゆき,00:49:06,確認済み,,地上の星,中島みゆき,地上の星 / 中島みゆき,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,6,1・2・3,After the Rain,,,00:59:59 06. 1・2・3 / After the Rain,00:59:59,確認済み,,1・2・3,After the Rain,1・2・3 / After the Rain,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,7,盛れ！ミ・アモーレ,Juice=Juice,,,01:08:29 07. 盛れ！ミ・アモーレ[More! mi amor] / Juice=Juice,01:08:29,確認済み,,盛れ！ミ・アモーレ,Juice=Juice,盛れ！ミ・アモーレ / Juice=Juice,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,8,ハレンチ,ちゃんみな,,,01:17:57 08. ハレンチ[Harenchi] / ちゃんみな,01:17:57,確認済み,,ハレンチ,ちゃんみな,ハレンチ / ちゃんみな,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,9,花の塔,さユり,,,01:24:28 09. 花の塔[hana no tou] / さユり,01:24:28,確認済み,,花の塔,さユり,花の塔 / さユり,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,10,平行線,さユり,,,01:35:21 10. 平行線[heikōsen] / さユり,01:35:21,確認済み,,平行線,さユり,平行線 / さユり,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,11,ミカヅキ,さユり,,,01:45:46 11. ミカヅキ[Mikazuki] / さユり,01:45:46,確認済み,,ミカヅキ,さユり,ミカヅキ / さユり,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,12,ソワレ,星街すいせい,,,01:52:43 12. ソワレ[soiree] / 星街すいせい,01:52:43,確認済み,,ソワレ,星街すいせい,ソワレ / 星街すいせい,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,13,I,BUMP OF CHICKEN,,,02:01:33 13. I / BUMP OF CHICKEN,02:01:33,確認済み,,I,BUMP OF CHICKEN,I / BUMP OF CHICKEN,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,14,モザイクカケラ,SunSet Swish,,,02:11:14 14. モザイクカケラ[mosaic kakera] / SunSet Swish,02:11:14,確認済み,,モザイクカケラ,SunSet Swish,モザイクカケラ / SunSet Swish,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,15,花になって,緑黄色社会,,,02:20:20 15. 花になって[Hana ni natte] / 緑黄色社会,02:20:20,確認済み,,花になって,緑黄色社会,花になって / 緑黄色社会,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,16,怪獣の花唄,Vaundy,,,02:25:22 16. 怪獣の花唄[Kaijuu no hanauta] / Vaundy,02:25:22,確認済み,,怪獣の花唄,Vaundy,怪獣の花唄 / Vaundy,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,17,マカロン,ATOLS,,,02:32:36 17. マカロン[Macaron] / ATOLS,02:32:36,確認済み,,マカロン,ATOLS,マカロン / ATOLS,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,18,抜錨,ナナホシ管弦楽団,,,02:38:41 18. 抜錨[Batsubyou] / ナナホシ管弦楽団,02:38:41,確認済み,,抜錨,ナナホシ管弦楽団,抜錨 / ナナホシ管弦楽団,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,19,ワールドイズマイン,supercell,,,02:45:26 19. ワールドイズマイン[The World Is Mine] / supercell,02:45:26,確認済み,,ワールドイズマイン,supercell,ワールドイズマイン / supercell,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,20,POP IN 2,B小町,,,02:51:45 20. POP IN 2 / B小町,02:51:45,確認済み,,POP IN 2,B小町,POP IN 2 / B小町,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,21,ひたむきシンデレラ！,CUTIE STREET,,,03:00:28 21. ひたむきシンデレラ！[Hitamuki Cinderella] / CUTIE STREET,03:00:28,確認済み,,ひたむきシンデレラ！,CUTIE STREET,ひたむきシンデレラ！ / CUTIE STREET,,未投入
2026/05/25,,https://www.youtube.com/live/6kr9-1NSM1U?si=P1MPRYf4j-pMVIck,【 #歌枠 】月曜21時定期歌枠やっとります！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,22,ジェヘナ,wotaku,,,03:08:10 22. ジェヘナ[Gehenna] / wotaku,03:08:10,確認済み,,ジェヘナ,wotaku,ジェヘナ / wotaku,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,1,残響散歌,Aimer,,,00:12:13 01. 残響散歌[Zankyou sanka] / Aimer,00:12:13,確認済み,,残響散歌,Aimer,残響散歌 / Aimer,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,2,GG,ReoNa,,,00:18:29 02. GG / ReoNa,00:18:29,確認済み,,GG,ReoNa,GG / ReoNa,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,3,GO!!!,FLOW,,,00:26:12 03. GO!!! / FLOW,00:26:12,確認済み,,GO!!!,FLOW,GO!!! / FLOW,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,4,さよーならまたいつか！,米津玄師,,,00:38:58 04. さよーならまたいつか！[Sayo-nara mata itsuka] / 米津玄師,00:38:58,確認済み,,さよーならまたいつか！,米津玄師,さよーならまたいつか！ / 米津玄師,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,5,StaRt,Mrs. GREEN APPLE,,,00:46:26 05. StaRt / Mrs. GREEN APPLE,00:46:26,確認済み,,StaRt,Mrs. GREEN APPLE,StaRt / Mrs. GREEN APPLE,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,6,サウダージ,ポルノグラフィティ,,,00:58:17 06. サウダージ[saudade] / ポルノグラフィティ,00:58:17,確認済み,,サウダージ,ポルノグラフィティ,サウダージ / ポルノグラフィティ,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,7,花火,aiko,,,01:06:05 07. 花火[Hanabi] / aiko,01:06:05,確認済み,,花火,aiko,花火 / aiko,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,8,帝国少女,R Sound Design,,,01:12:56 08. 帝国少女[Teikoku Shoujo] / R Sound Design,01:12:56,確認済み,,帝国少女,R Sound Design,帝国少女 / R Sound Design,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,9,Booo!,TOKOTOKO(西沢さんP),,,01:22:33 09. Booo! / TOKOTOKO(西沢さんP),01:22:33,確認済み,,Booo!,TOKOTOKO(西沢さんP),Booo! / TOKOTOKO(西沢さんP),,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,10,インフェルノ,Mrs. GREEN APPLE,,,01:27:26 10. インフェルノ[Inferno] / Mrs. GREEN APPLE,01:27:26,確認済み,,インフェルノ,Mrs. GREEN APPLE,インフェルノ / Mrs. GREEN APPLE,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,11,オリオンをなぞる,UNISON SQUARE GARDEN,,,01:34:17 11. オリオンをなぞる[Orion o Nazoru] / UNISON SQUARE GARDEN,01:34:17,確認済み,,オリオンをなぞる,UNISON SQUARE GARDEN,オリオンをなぞる / UNISON SQUARE GARDEN,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,12,臨界ダイバー,うみろ(こじろー),,,01:43:18 12. 臨界ダイバー[Rinkai Diver] / うみろ(こじろー),01:43:18,確認済み,,臨界ダイバー,うみろ(こじろー),臨界ダイバー / うみろ(こじろー),,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,13,あの夢をなぞって,YOASOBI,,,01:49:26 13. あの夢をなぞって[ano yume o nazotte] / YOASOBI,01:49:26,確認済み,,あの夢をなぞって,YOASOBI,あの夢をなぞって / YOASOBI,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,14,群青,YOASOBI,,,01:56:13 14. 群青[Gunjou] / YOASOBI,01:56:13,確認済み,,群青,YOASOBI,群青 / YOASOBI,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,15,たぶん,YOASOBI,,,02:04:33 15. たぶん[Tabun] / YOASOBI,02:04:33,確認済み,,たぶん,YOASOBI,たぶん / YOASOBI,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,16,夕立のりぼん,みきとP,,,02:13:07 16. 夕立のりぼん[Yuudachi no Ribbon] / みきとP,02:13:07,確認済み,,夕立のりぼん,みきとP,夕立のりぼん / みきとP,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,17,LOSER,米津玄師,,,02:25:28 17. LOSER / 米津玄師,02:25:28,確認済み,,LOSER,米津玄師,LOSER / 米津玄師,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,18,ゴーゴー幽霊船,米津玄師,,,02:30:39 18. ゴーゴー幽霊船[Go Go Yuureisen] / 米津玄師,02:30:39,確認済み,,ゴーゴー幽霊船,米津玄師,ゴーゴー幽霊船 / 米津玄師,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,19,JANE DOE,"米津玄師,宇多田ヒカル",,,"02:37:24 19. JANE DOE / 米津玄師,宇多田ヒカル",02:37:24,確認済み,,JANE DOE,"米津玄師,宇多田ヒカル","JANE DOE / 米津玄師,宇多田ヒカル",,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,20,Flamingo,米津玄師,,,02:46:22 20. Flamingo / 米津玄師,02:46:22,確認済み,,Flamingo,米津玄師,Flamingo / 米津玄師,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,21,砂の惑星,ハチ,,,02:51:32 21. 砂の惑星[Suna no Wakusei] / ハチ,02:51:32,確認済み,,砂の惑星,ハチ,砂の惑星 / ハチ,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,22,ロストワンの号哭,Neru,,,02:58:33 22. ロストワンの号哭[Lost One no Goukoku] / Neru,02:58:33,確認済み,,ロストワンの号哭,Neru,ロストワンの号哭 / Neru,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,23,東京テディベア,Neru,,,03:05:18 23. 東京テディベア[Tokyo Teddy Bear] / Neru,03:05:18,確認済み,,東京テディベア,Neru,東京テディベア / Neru,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,24,名前のない怪物,EGOIST,,,03:15:31 24. 名前のない怪物[Namae no nai Kaibutsu] / EGOIST,03:15:31,確認済み,,名前のない怪物,EGOIST,名前のない怪物 / EGOIST,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,25,エウテルペ,EGOIST,,,03:24:06 25. エウテルペ[Euterpe] / EGOIST,03:24:06,確認済み,,エウテルペ,EGOIST,エウテルペ / EGOIST,,未投入
2026/05/26,,https://www.youtube.com/live/t0Qdpw6S1hM?si=UmOQGH7F76EFgPAU,【 #歌枠 】覗いちゃうんか？楽しいで。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,26,君の知らない物語,supercell,,,03:29:58 26. 君の知らない物語[Kimi no Shiranai Monogatari] / supercell,03:29:58,確認済み,,君の知らない物語,supercell,君の知らない物語 / supercell,,未投入
