配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,1,ホシアイ,レフティモンスター,,,00:08:25 01. ホシアイ[Hoshi ai] / レフティモンスター,00:08:25,確認済み,,ホシアイ,レフティモンスター,ホシアイ / レフティモンスター,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,2,妄想疾患■ガール,もじゃ,,,00:14:47 02. 妄想疾患■ガール[Mousou Shikkan ■ Girl] / もじゃ,00:14:47,確認済み,,妄想疾患■ガール,もじゃ,妄想疾患■ガール / もじゃ,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,3,アトラクトライト,*Luna,,,00:18:11 03. アトラクトライト[Attract light] / *Luna,00:18:11,確認済み,,アトラクトライト,*Luna,アトラクトライト / *Luna,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,4,悪魔の踊り方,こんにちは谷田さん(キタニタツヤ),,,00:24:14 04. 悪魔の踊り方[Akuma no Odorikata] / こんにちは谷田さん(キタニタツヤ),00:24:14,確認済み,,悪魔の踊り方,こんにちは谷田さん(キタニタツヤ),悪魔の踊り方 / こんにちは谷田さん(キタニタツヤ),,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,5,デビルじゃないもん,DECO*27 x ピノキオピー,,,00:28:32 05. デビルじゃないもん[Devil Janai Mon] / DECO*27 x ピノキオピー,00:28:32,確認済み,,デビルじゃないもん,DECO*27 x ピノキオピー,デビルじゃないもん / DECO*27 x ピノキオピー,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,6,ボッカデラベリタ,柊キライ,,,00:34:38 06. ボッカデラベリタ[Bocca della Verità] / 柊キライ,00:34:38,確認済み,,ボッカデラベリタ,柊キライ,ボッカデラベリタ / 柊キライ,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,7,シニカルナイトプラン,Ayase,,,00:40:38 07. シニカルナイトプラン[Cynical Night Plan] / Ayase,00:40:38,確認済み,,シニカルナイトプラン,Ayase,シニカルナイトプラン / Ayase,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,8,孤独の宗教,syudou,,,00:48:02 08. 孤独の宗教[Kodoku no Shuukyou] / syudou,00:48:02,確認済み,,孤独の宗教,syudou,孤独の宗教 / syudou,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,9,愛して愛して愛して,きくお,,,00:54:24 09. 愛して愛して愛して[Aishite Aishite Aishite] / きくお,00:54:24,確認済み,,愛して愛して愛して,きくお,愛して愛して愛して / きくお,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,10,あなぐらぐらし,きくお,,,01:00:29 10. あなぐらぐらし[Anagura gurashi] / きくお,01:00:29,確認済み,,あなぐらぐらし,きくお,あなぐらぐらし / きくお,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,11,しかばねの踊り,きくお,,,01:07:45 11. しかばねの踊り[Shikabane odori] / きくお,01:07:45,確認済み,,しかばねの踊り,きくお,しかばねの踊り / きくお,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,12,アンハッピーリフレイン,wowaka,,,01:13:43 12. アンハッピーリフレイン[Unhappy Refrain] / wowaka,01:13:43,確認済み,,アンハッピーリフレイン,wowaka,アンハッピーリフレイン / wowaka,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,13,ワールズエンド・ダンスホール,wowaka,,,01:18:45 13. ワールズエンド・ダンスホール[World's End Dancehall] / wowaka,01:18:45,確認済み,,ワールズエンド・ダンスホール,wowaka,ワールズエンド・ダンスホール / wowaka,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,14,アンノウン・マザーグース,wowaka,,,01:25:53 14. アンノウン・マザーグース[Unknown Mother Goose] / wowaka,01:25:53,確認済み,,アンノウン・マザーグース,wowaka,アンノウン・マザーグース / wowaka,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,15,ケセラリズム,ユリイ・カノン,,,01:31:51 15. ケセラリズム[Kesera Rhythm] / ユリイ・カノン,01:31:51,確認済み,,ケセラリズム,ユリイ・カノン,ケセラリズム / ユリイ・カノン,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,16,失楽ペトリ,ナナホシ管弦楽団,,,01:37:18 16. 失楽ペトリ[Shitsuraku Petri] / ナナホシ管弦楽団,01:37:18,確認済み,,失楽ペトリ,ナナホシ管弦楽団,失楽ペトリ / ナナホシ管弦楽団,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,17,ミルククラウン・オン・ソーネチカ,ユジー,,,01:42:47 17. ミルククラウン・オン・ソーネチカ[Milk Crown on Sonechka] / ユジー,01:42:47,確認済み,,ミルククラウン・オン・ソーネチカ,ユジー,ミルククラウン・オン・ソーネチカ / ユジー,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,18,ライカ,yamada,,,01:48:46 18. ライカ[Leica] / yamada,01:48:46,確認済み,,ライカ,yamada,ライカ / yamada,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,19,神っぽいな,ピノキオピー,,,01:53:28 19. 神っぽいな[God-ish] / ピノキオピー,01:53:28,確認済み,,神っぽいな,ピノキオピー,神っぽいな / ピノキオピー,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,20,繰り返し一粒,猫虫P,,,02:03:00 20. 繰り返し一粒[Kurikaeshi Hitotsubu] / 猫虫P,02:03:00,確認済み,,繰り返し一粒,猫虫P,繰り返し一粒 / 猫虫P,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,21,右肩の蝶,のりP,,,02:08:52 21. 右肩の蝶[Migikata no Chou] / のりP,02:08:52,確認済み,,右肩の蝶,のりP,右肩の蝶 / のりP,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,22,ガランド,ピコン,,,02:15:14 22. ガランド[Garando] / ピコン,02:15:14,確認済み,,ガランド,ピコン,ガランド / ピコン,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,23,かまってちょーだい,まふまふ×天月,,,02:19:55 23. かまってちょーだい[Kamatte chodai] / まふまふ×天月,02:19:55,確認済み,,かまってちょーだい,まふまふ×天月,かまってちょーだい / まふまふ×天月,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,24,クイーンオブハート,奏音69,,,02:37:39 24. クイーンオブハート[Queen of Heart] / 奏音69,02:37:39,確認済み,,クイーンオブハート,奏音69,クイーンオブハート / 奏音69,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,25,コールボーイ,syudou,,,02:45:05 25. コールボーイ[Call Boy] / syudou,02:45:05,確認済み,,コールボーイ,syudou,コールボーイ / syudou,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,26,エンヴィキャットウォーク,トーマ,,,02:50:03 26. エンヴィキャットウォーク[Envy Catwalk] / トーマ,02:50:03,確認済み,,エンヴィキャットウォーク,トーマ,エンヴィキャットウォーク / トーマ,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,27,フィクサー,ぬゆり,,,02:58:39 27. フィクサー[Fixer] / ぬゆり,02:58:39,確認済み,,フィクサー,ぬゆり,フィクサー / ぬゆり,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,28,テレキャスタービーボーイ,すりぃ,,,03:06:16 28. テレキャスタービーボーイ[Telecaster B-Boy] / すりぃ,03:06:16,確認済み,,テレキャスタービーボーイ,すりぃ,テレキャスタービーボーイ / すりぃ,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,29,ダブルラリアット,アゴアニキP,,,03:10:36 29. ダブルラリアット[Double Lariat] / アゴアニキP,03:10:36,確認済み,,ダブルラリアット,アゴアニキP,ダブルラリアット / アゴアニキP,,未投入
2026/05/20,,https://www.youtube.com/live/UnU2_M028XM?si=n7PiW6LFwbrNyVam,【 #歌枠 】ボカロはええぞ。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,30,エイリアンエイリアン,ナユタン星人,,,03:18:17 30. エイリアンエイリアン[Alien Alien] / ナユタン星人,03:18:17,確認済み,,エイリアンエイリアン,ナユタン星人,エイリアンエイリアン / ナユタン星人,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,1,Blessing,halyosy,,,00:13:13 01. Blessing / halyosy,00:13:13,確認済み,,Blessing,halyosy,Blessing / halyosy,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,2,アゲハ蝶,ポルノグラフィティ,,,00:23:58 02. アゲハ蝶[Ageha chou] / ポルノグラフィティ,00:23:58,確認済み,,アゲハ蝶,ポルノグラフィティ,アゲハ蝶 / ポルノグラフィティ,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,3,Cry Baby,Official髭男dism,,,00:32:20 03. Cry Baby / Official髭男dism,00:32:20,確認済み,,Cry Baby,Official髭男dism,Cry Baby / Official髭男dism,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,4,宿命,Official髭男dism,,,00:39:54 04. 宿命[Syukumei] / Official髭男dism,00:39:54,確認済み,,宿命,Official髭男dism,宿命 / Official髭男dism,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,5,イエスタデイ,Official髭男dism,,,00:48:15 05. イエスタデイ[Yesterday] / Official髭男dism,00:48:15,確認済み,,イエスタデイ,Official髭男dism,イエスタデイ / Official髭男dism,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,6,ノーダウト,Official髭男dism,,,00:55:41 06. ノーダウト[NO DOUBT] / Official髭男dism,00:55:41,確認済み,,ノーダウト,Official髭男dism,ノーダウト / Official髭男dism,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,7,カルマ,BUMP OF CHICKEN,,,01:08:03 07. カルマ[Karma] / BUMP OF CHICKEN,01:08:03,確認済み,,カルマ,BUMP OF CHICKEN,カルマ / BUMP OF CHICKEN,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,8,アカシア,BUMP OF CHICKEN,,,01:14:45 08. アカシア[Acacia] / BUMP OF CHICKEN,01:14:45,確認済み,,アカシア,BUMP OF CHICKEN,アカシア / BUMP OF CHICKEN,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,9,ヒビカセ×ECHO,マッシュアップ,,,01:24:18 09. ヒビカセ×ECHO[Hibikase×ECHO] / マッシュアップ,01:24:18,確認済み,,ヒビカセ×ECHO,マッシュアップ,ヒビカセ×ECHO / マッシュアップ,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,10,あんなに一緒だったのに,See-Saw,,,01:35:06 10. あんなに一緒だったのに[Annani issyo datta noni] / See-Saw,01:35:06,確認済み,,あんなに一緒だったのに,See-Saw,あんなに一緒だったのに / See-Saw,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,11,祝福,YOASOBI,,,01:43:59 11. 祝福[The Blessing] / YOASOBI,01:43:59,確認済み,,祝福,YOASOBI,祝福 / YOASOBI,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,12,晴る,ヨルシカ,,,01:51:13 12. 晴る[Haru] / ヨルシカ,01:51:13,確認済み,,晴る,ヨルシカ,晴る / ヨルシカ,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,13,わたがし,Back number,,,01:58:45 13. わたがし[Watagashi] / Back number,01:58:45,確認済み,,わたがし,Back number,わたがし / Back number,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,14,青春アミーゴ,修二と彰,,,02:09:05 14. 青春アミーゴ[Seishun Amigo] / 修二と彰,02:09:05,確認済み,,青春アミーゴ,修二と彰,青春アミーゴ / 修二と彰,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,15,ツキミソウ,Novelbright,,,02:15:29 15. ツキミソウ[Tsukimisou] / Novelbright,02:15:29,確認済み,,ツキミソウ,Novelbright,ツキミソウ / Novelbright,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,16,六等星の夜,Aimer,,,02:22:52 16. 六等星の夜[Rokutōsei no yoru] / Aimer,02:22:52,確認済み,,六等星の夜,Aimer,六等星の夜 / Aimer,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,17,カワキヲアメク,美波,,,02:31:13 17. カワキヲアメク[Kawaki o ameku] / 美波,02:31:13,確認済み,,カワキヲアメク,美波,カワキヲアメク / 美波,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,18,好きすぎて滅！,M!LK,,,02:37:58 18. 好きすぎて滅！[Suki sugite metsu!] / M!LK,02:37:58,確認済み,,好きすぎて滅！,M!LK,好きすぎて滅！ / M!LK,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,19,バラライカ,月島きらり starring 久住小春,,,02:43:58 19. バラライカ[balalaika] / 月島きらり starring 久住小春,02:43:58,確認済み,,バラライカ,月島きらり starring 久住小春,バラライカ / 月島きらり starring 久住小春,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,20,ハム太郎とっとこうた,ハムちゃんず,,,02:48:17 20. ハム太郎とっとこうた[Hamtaro tottoko uta] / ハムちゃんず,02:48:17,確認済み,,ハム太郎とっとこうた,ハムちゃんず,ハム太郎とっとこうた / ハムちゃんず,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,21,ようかい体操第一,Dream5,,,02:49:54 21. ようかい体操第一[Yokai Taiso Daiichi] / Dream5,02:49:54,確認済み,,ようかい体操第一,Dream5,ようかい体操第一 / Dream5,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,22,男女,太郎,,,02:57:08 22. 男女[Dan jo] / 太郎,02:57:08,確認済み,,男女,太郎,男女 / 太郎,,未投入
2026/05/22,,https://www.youtube.com/live/D5-qAw90U60?si=k_uVDJjddckUjSZB,【 #歌枠 】一曲聴いていきませんか。初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,23,ray,BUMP OF CHICKEN,,,03:04:17 23. ray / BUMP OF CHICKEN,03:04:17,確認済み,,ray,BUMP OF CHICKEN,ray / BUMP OF CHICKEN,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,1,花瓶に触れた,バルーン,,,00:13:00 01. 花瓶に触れた[Kabin ni fureta] / バルーン,00:13:00,確認済み,,花瓶に触れた,バルーン,花瓶に触れた / バルーン,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,2,メーベル,バルーン,,,00:20:26 02. メーベル[Mabel] / バルーン,00:20:26,確認済み,,メーベル,バルーン,メーベル / バルーン,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,3,当事者,EGOIST,,,00:27:18 03. 当事者[Toujisha] / EGOIST,00:27:18,確認済み,,当事者,EGOIST,当事者 / EGOIST,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,4,ブルーバード,いきものがかり,,,00:34:09 04. ブルーバード[Blue Bird] / いきものがかり,00:34:09,確認済み,,ブルーバード,いきものがかり,ブルーバード / いきものがかり,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,5,花は桜 君は美し,いきものがかり,,,00:41:42 05. 花は桜 君は美し[Hana wa Sakura Kimi wa Utsukushi] / いきものがかり,00:41:42,確認済み,,花は桜 君は美し,いきものがかり,花は桜 君は美し / いきものがかり,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,6,asphyxia,Cö shu Nie,,,00:49:24 06. asphyxia / Cö shu Nie,00:49:24,確認済み,,asphyxia,Cö shu Nie,asphyxia / Cö shu Nie,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,7,unravel,TK from 凛として時雨,,,00:53:52 07. unravel / TK from 凛として時雨,00:53:52,確認済み,,unravel,TK from 凛として時雨,unravel / TK from 凛として時雨,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,8,AIZO,King Gnu,,,01:01:28 08. AIZO / King Gnu,01:01:28,確認済み,,AIZO,King Gnu,AIZO / King Gnu,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,9,魂のルフラン,高橋洋子,,,01:06:39 09. 魂のルフラン[Soul's Refrain] / 高橋洋子,01:06:39,確認済み,,魂のルフラン,高橋洋子,魂のルフラン / 高橋洋子,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,10,対象a,AnNina,,,01:17:41 10. 対象a[Taishou a] / AnNina,01:17:41,確認済み,,対象a,AnNina,対象a / AnNina,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,11,アイのシナリオ,CHiCO with HoneyWorks,,,01:25:56 11. アイのシナリオ[Ai no scenario] / CHiCO with HoneyWorks,01:25:56,確認済み,,アイのシナリオ,CHiCO with HoneyWorks,アイのシナリオ / CHiCO with HoneyWorks,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,12,曇天,DOES,,,01:32:51 12. 曇天[Donten] / DOES,01:32:51,確認済み,,曇天,DOES,曇天 / DOES,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,13,今宵、月が見えずとも,ポルノグラフィティ,,,"01:40:12 13. 今宵、月が見えずとも[Koyoi, Tsuki ga Miezu Tomo] / ポルノグラフィティ",01:40:12,確認済み,,今宵、月が見えずとも,ポルノグラフィティ,今宵、月が見えずとも / ポルノグラフィティ,,未投入
2026/05/23,,https://www.youtube.com/live/vFSJd9wsIVo?si=RQEXSjK7NFSV1mqv,【 #歌枠 】休日楽しくなるよ！初見さんも是非🌟【 茨むあん︙Vsinger  】#vtuber #karaoke,14,potatoになっていく,Neru(ワンダーランズ×ショウタイム),,,01:48:22 14. potatoになっていく[potato ni natteiku] / Neru(ワンダーランズ×ショウタイム),01:48:22,確認済み,,potatoになっていく,Neru(ワンダーランズ×ショウタイム),potatoになっていく / Neru(ワンダーランズ×ショウタイム),,未投入
