配信日,開始時刻,歌枠URL,枠タイトル,曲順,曲名,アーティスト名,キー,ジャンル,セトリ原文,タイムスタンプ,確認状態,備考,正規化曲名,正規化アーティスト,曲キー,重複チェック,D1投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,817,シャルル,バルーン,,,07. シャルル[Charles] / バルーン,0:52:57,確認済み,,シャルル,バルーン,シャルル / バルーン,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,818,アンパンマンのマーチ,ドリーミング,,,08. アンパンマンのマーチ[Anpanman's March] / ドリーミング,0:58:52,確認済み,,アンパンマンのマーチ,ドリーミング,アンパンマンのマーチ / ドリーミング,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,819,怪物,YOASOBI,,,09. 怪物[Kaibutsu] / YOASOBI,1:05:52,確認済み,,怪物,YOASOBI,怪物 / YOASOBI,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,820,ロストワンの号哭,Neru,,,10. ロストワンの号哭[Lost One no Goukoku] / Neru,1:12:57,確認済み,,ロストワンの号哭,Neru,ロストワンの号哭 / Neru,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,821,KING,Kanaria,,,11. KING / Kanaria,1:19:21,確認済み,,KING,Kanaria,KING / Kanaria,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,822,フォニイ,ツミキ,,,12. フォニイ[phony] / ツミキ,1:26:11,確認済み,,フォニイ,ツミキ,フォニイ / ツミキ,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,823,Cry Baby,Official髭男dism,,,13. Cry Baby / Official髭男dism,1:32:33,確認済み,,Cry Baby,Official髭男dism,Cry Baby / Official髭男dism,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,824,マトリョシカ,ハチ,,,14. マトリョシカ[Matryoshka] / ハチ,1:36:44,確認済み,,マトリョシカ,ハチ,マトリョシカ / ハチ,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,825,Just Be Friends,Dixie Flatline,,,15. Just Be Friends / Dixie Flatline,1:40:19,確認済み,,Just Be Friends,Dixie Flatline,Just Be Friends / Dixie Flatline,,未投入
2021/09/24,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】げ！！！！！！！【茨むあん/新人VTuber】,826,ロキ,みきとP,,,16. ロキ[Loki] / みきとP,1:46:48,確認済み,,ロキ,みきとP,ロキ / みきとP,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,827,乙女解剖,DECO*27,,,01. 乙女解剖[Otome Kaibou] / DECO*27,0:05:20,確認済み,,乙女解剖,DECO*27,乙女解剖 / DECO*27,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,828,少女レイ,みきとP,,,02. 少女レイ[Shoujorei] / みきとP,0:09:09,確認済み,,少女レイ,みきとP,少女レイ / みきとP,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,829,ロミオとシンデレラ,doriko,,,03. ロミオとシンデレラ[Romeo to Cinderella] / doriko,0:14:00,確認済み,,ロミオとシンデレラ,doriko,ロミオとシンデレラ / doriko,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,830,HELLO 〜Paradise Kiss〜,YUI,,,04. HELLO 〜Paradise Kiss〜 / YUI,0:18:39,確認済み,,HELLO 〜Paradise Kiss〜,YUI,HELLO 〜Paradise Kiss〜 / YUI,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,831,恋,星野源,,,05. 恋[Koi] / 星野源,0:22:21,確認済み,,恋,星野源,恋 / 星野源,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,832,君の知らない物語,supercell,,,06. 君の知らない物語[Kimi no Shiranai Monogatari] / supercell,0:26:38,確認済み,,君の知らない物語,supercell,君の知らない物語 / supercell,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,833,風になる,つじあやの,,,07. 風になる[Kaze ni Naru] / つじあやの,0:32:28,確認済み,,風になる,つじあやの,風になる / つじあやの,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,834,白日,King Gnu,,,08. 白日[Hakujitsu] / King Gnu,0:37:01,確認済み,,白日,King Gnu,白日 / King Gnu,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,835,絶え間なく藍色,獅子志司,,,09. 絶え間なく藍色[Taemanaku Aiiro] / 獅子志司,0:41:46,確認済み,,絶え間なく藍色,獅子志司,絶え間なく藍色 / 獅子志司,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,836,ターミナル,ぬゆり,,,10. ターミナル[Terminal] / ぬゆり,0:45:27,確認済み,,ターミナル,ぬゆり,ターミナル / ぬゆり,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,837,キセキ,GReeeeN,,,11. キセキ[Kiseki] / GReeeeN,0:49:49,確認済み,,キセキ,GReeeeN,キセキ / GReeeeN,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,838,海の声,浦島太郎（桐谷健太）,,,12. 海の声[Umi no Koe] / 浦島太郎（桐谷健太）,0:54:29,確認済み,,海の声,浦島太郎（桐谷健太）,海の声 / 浦島太郎（桐谷健太）,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,839,ひまわりの約束,秦基博,,,13. ひまわりの約束[Himawari no yakusoku] / 秦基博,0:58:29,確認済み,,ひまわりの約束,秦基博,ひまわりの約束 / 秦基博,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,840,orion,米津玄師,,,14. orion / 米津玄師,1:03:42,確認済み,,orion,米津玄師,orion / 米津玄師,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,841,たばこ,コレサワ,,,15. たばこ[Tobacco] / コレサワ,1:08:30,確認済み,,たばこ,コレサワ,たばこ / コレサワ,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,842,夜明けの歌,M2U,,,16. 夜明けの歌[Yoake no uta] / M2U,1:14:44,確認済み,,夜明けの歌,M2U,夜明けの歌 / M2U,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,843,end tree,164,,,17. end tree / 164,1:18:03,確認済み,,end tree,164,end tree / 164,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,844,マリーゴールド,あいみょん,,,18. マリーゴールド[Marigold] / あいみょん,1:22:11,確認済み,,マリーゴールド,あいみょん,マリーゴールド / あいみょん,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,845,ヨヒラ,n-buna,,,19. ヨヒラ[Yohira] / n-buna,1:27:17,確認済み,,ヨヒラ,n-buna,ヨヒラ / n-buna,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,846,それがあなたの幸せとしても,Heavenz,,,20. それがあなたの幸せとしても[Sore ga Anata no Shiawase to Shite mo] / Heavenz,1:30:39,確認済み,,それがあなたの幸せとしても,Heavenz,それがあなたの幸せとしても / Heavenz,,未投入
2021/09/25,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】1.5ｈノンストップ【茨むあん/新人VTuber】Request✖,847,しわ,BuzzG,,,21. しわ[Shiwa] / BuzzG,1:35:13,確認済み,,しわ,BuzzG,しわ / BuzzG,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,848,ANIMA,ReoNa,,,01. ANIMA / ReoNa,0:13:30,確認済み,13位（4票）,ANIMA,ReoNa,ANIMA / ReoNa,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,849,Flamingo,米津玄師,,,02. Flamingo / 米津玄師,0:20:42,確認済み,13位（4票）,Flamingo,米津玄師,Flamingo / 米津玄師,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,850,たばこ,コレサワ,,,03. たばこ[Tobacco] / コレサワ,0:27:45,確認済み,13位（4票）,たばこ,コレサワ,たばこ / コレサワ,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,851,バラライカ,月島きらり starring 久住小春,,,04. バラライカ[balalaika] / 月島きらり starring 久住小春,0:35:45,確認済み,13位（4票）,バラライカ,月島きらり starring 久住小春,バラライカ / 月島きらり starring 久住小春,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,852,ダーリンダンス,かいりきベア,,,05. ダーリンダンス[Darling Dance] / かいりきベア,0:43:51,確認済み,12位（5票）,ダーリンダンス,かいりきベア,ダーリンダンス / かいりきベア,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,853,スーサイドパレヱド,ユリイ・カノン,,,06. スーサイドパレヱド[Suicide Parade] / ユリイ・カノン,0:50:38,確認済み,10位（6票）,スーサイドパレヱド,ユリイ・カノン,スーサイドパレヱド / ユリイ・カノン,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,854,エイリアンエイリアン,ナユタン星人,,,07. エイリアンエイリアン[Alien Alien] / ナユタン星人,0:56:37,確認済み,10位（6票）,エイリアンエイリアン,ナユタン星人,エイリアンエイリアン / ナユタン星人,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,855,Just Be Friends,Dixie Flatline,,,08. Just Be Friends / Dixie Flatline,1:03:52,確認済み,9位（8票）,Just Be Friends,Dixie Flatline,Just Be Friends / Dixie Flatline,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,856,ワールドイズマイン,supercell,,,09. ワールドイズマイン[The World Is Mine] / supercell,1:15:03,確認済み,7位（9票）,ワールドイズマイン,supercell,ワールドイズマイン / supercell,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,857,ヒバナ,DECO*27,,,10. ヒバナ[Hibana] / DECO*27,1:21:41,確認済み,7位（9票）,ヒバナ,DECO*27,ヒバナ / DECO*27,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,858,ファンサ,HoneyWorks feat. mona(夏川椎菜),,,11. ファンサ[Fansa] / HoneyWorks feat. mona(夏川椎菜),1:29:11,確認済み,5位（11票）,ファンサ,HoneyWorks feat. mona(夏川椎菜),ファンサ / HoneyWorks feat. mona(夏川椎菜),,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,859,KING,Kanaria,,,12. KING / Kanaria,1:35:26,確認済み,5位（11票）,KING,Kanaria,KING / Kanaria,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,860,こちら、幸福安心委員会です。,うたたP,,,"13. こちら、幸福安心委員会です。[Kochira, Koufuku Anshin Iinkai desu.] / うたたP",1:41:15,確認済み,4位（13票）,こちら、幸福安心委員会です。,うたたP,こちら、幸福安心委員会です。 / うたたP,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,861,フォニイ,ツミキ,,,14. フォニイ[phony] / ツミキ,1:50:01,確認済み,3位（15票）,フォニイ,ツミキ,フォニイ / ツミキ,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,862,回る空うさぎ,Orangestar,,,15. 回る空うさぎ[Mawaru Sora Usagi] / Orangestar,1:57:32,確認済み,2位（16票）,回る空うさぎ,Orangestar,回る空うさぎ / Orangestar,,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,863,Los! Los! Los!,ターニャ・デグレチャフ(悠木碧),,,16. Los! Los! Los! / ターニャ・デグレチャフ(悠木碧),2:05:40,確認済み,1位（24票）,Los! Los! Los!,ターニャ・デグレチャフ(悠木碧),Los! Los! Los! / ターニャ・デグレチャフ(悠木碧),,未投入
2021/09/26,,https://youtu.be/A-svsOLjqMk,【作業用歌枠/singing】3000人記念！皆の好きな曲ランキング！【茨むあん/新人VTuber】Request✖,864,森のくまさん,アメリカ民謡,,,17. 森のくまさん[Mori no kumasan] / アメリカ民謡,2:47:42,確認済み,,森のくまさん,アメリカ民謡,森のくまさん / アメリカ民謡,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,865,お願いダーリン,ナナホシ管弦楽団 feat. ONE,,,01. お願いダーリン[Onegai Darling] / ナナホシ管弦楽団 feat. ONE,0:11:40,確認済み,,お願いダーリン,ナナホシ管弦楽団 feat. ONE,お願いダーリン / ナナホシ管弦楽団 feat. ONE,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,866,林檎売りの泡沫少女,yukkedoluce,,,02. 林檎売りの泡沫少女[Ringo uri no Utakata Shoujo] / yukkedoluce,0:19:40,確認済み,,林檎売りの泡沫少女,yukkedoluce,林檎売りの泡沫少女 / yukkedoluce,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,867,Dear,19's Sound Factory,,,03. Dear / 19's Sound Factory,0:28:12,確認済み,,Dear,19's Sound Factory,Dear / 19's Sound Factory,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,868,心做し,蝶々P,,,04. 心做し[Kokoronashi] / 蝶々P,0:35:57,確認済み,,心做し,蝶々P,心做し / 蝶々P,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,869,雨き声残響,Orangestar,,,05. 雨き声残響[ameki koe zankyou] / Orangestar,0:43:14,確認済み,,雨き声残響,Orangestar,雨き声残響 / Orangestar,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,870,アンパンマンのマーチ,ドリーミング,,,06. アンパンマンのマーチ[Anpanman's March] / ドリーミング,0:47:26,確認済み,(アカペラ),アンパンマンのマーチ,ドリーミング,アンパンマンのマーチ / ドリーミング,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,871,例えば、今此処に置かれた花に,164,,,"07. 例えば、今此処に置かれた花に[Tatoeba, Ima Koko ni Okareta Hana ni] / 164",0:49:55,確認済み,,例えば、今此処に置かれた花に,164,例えば、今此処に置かれた花に / 164,,未投入
2021/09/29,,https://youtu.be/A-svsOLjqMk,【歌枠/singing】惚れちゃいな~？【 茨むあん/新人VTuber 】,872,スキスキ絶頂症,koyori(電ポルP),,,08. スキスキ絶頂症[Suki Suki Zecchou Shou] / koyori(電ポルP),0:57:20,確認済み,,スキスキ絶頂症,koyori(電ポルP),スキスキ絶頂症 / koyori(電ポルP),,未投入
